,datetime,holiday,workingday,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,revenue,profit,season_Spring,season_Summer,season_Winter,weather_Mist,weather_Rainy,weather_Snowy,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday
21,2011-01-04 13:00:00,0,1.0,9.84,56.0,12.998,18,79,97,2011,1,755,649.1287671232876,0,0,1,0,0,0,0,0,0,0,1,0
22,2011-01-04 14:00:00,0,1.0,10.66,52.0,15.0013,9,54,63,2011,1,450,386.82876712328766,0,0,1,0,0,0,0,0,0,0,1,0
23,2011-01-04 15:00:00,0,1.0,11.48,52.0,16.9979,17,48,65,2011,1,580,498.6287671232877,0,0,1,0,0,0,0,0,0,0,1,0
24,2011-01-04 17:00:00,0,1.0,11.48,48.0,15.0013,10,202,212,2011,1,1210,1040.4287671232876,0,0,1,0,0,0,0,0,0,0,1,0
25,2011-01-04 18:00:00,0,1.0,10.66,48.0,12.998,3,179,182,2011,1,955,821.1287671232876,0,0,1,0,0,0,0,0,0,0,1,0
26,2011-01-04 21:00:00,0,1.0,9.02,64.0,0.0,0,48,48,2011,1,240,206.22876712328767,0,0,1,0,0,0,0,0,0,0,1,0
27,2011-01-04 23:00:00,0,1.0,8.2,69.0,6.0032,2,9,11,2011,1,85,72.92876712328767,0,0,1,0,0,0,0,0,0,0,1,0
28,2011-01-05 00:00:00,0,1.0,8.2,64.0,0.0,0,6,6,2011,1,30,25.628767123287677,0,0,1,0,0,0,0,0,0,0,0,1
29,2011-01-05 06:00:00,0,1.0,8.2,47.0,15.0013,0,33,33,2011,1,165,141.72876712328767,0,0,1,0,0,0,0,0,0,0,0,1
30,2011-01-05 08:00:00,0,1.0,8.2,40.0,19.9995,3,192,195,2011,1,1020,877.0287671232877,0,0,1,0,0,0,0,0,0,0,0,1
31,2011-01-05 09:00:00,0,1.0,9.02,37.0,22.0028,6,109,115,2011,1,665,571.7287671232876,0,0,1,0,0,0,0,0,0,0,0,1
32,2011-01-05 10:00:00,0,1.0,9.02,37.0,22.0028,4,53,57,2011,1,345,296.52876712328765,0,0,1,0,0,0,0,0,0,0,0,1
33,2011-01-05 14:00:00,0,1.0,12.3,28.0,12.998,10,52,62,2011,1,460,395.4287671232877,0,0,1,0,0,0,0,0,0,0,0,1
34,2011-01-05 16:00:00,0,1.0,12.3,28.0,6.0032,4,85,89,2011,1,505,434.1287671232877,0,0,1,0,0,0,0,0,0,0,0,1
35,2011-01-05 18:00:00,0,1.0,9.84,38.0,8.9981,3,166,169,2011,1,890,765.2287671232876,0,0,1,0,0,0,0,0,0,0,0,1
36,2011-01-05 23:00:00,0,1.0,8.2,47.0,0.0,1,18,19,2011,1,110,94.42876712328768,0,0,1,0,0,0,0,0,0,0,0,1
37,2011-01-06 13:00:00,0,1.0,10.66,35.0,7.0015,12,55,67,2011,1,515,442.7287671232877,0,0,1,0,0,0,0,0,0,1,0,0
38,2011-01-06 19:00:00,0,1.0,9.02,55.0,6.0032,3,109,112,2011,1,605,520.1287671232876,0,0,1,0,0,0,0,0,0,1,0,0
39,2011-01-06 20:00:00,0,1.0,8.2,51.0,11.0014,3,66,69,2011,1,390,335.22876712328764,0,0,1,0,0,0,0,0,0,1,0,0
40,2011-01-06 21:00:00,0,1.0,9.02,55.0,15.0013,0,48,48,2011,1,240,206.22876712328767,0,0,1,1,0,0,0,0,0,1,0,0
41,2011-01-07 01:00:00,0,1.0,8.2,69.0,15.0013,2,5,7,2011,1,65,55.72876712328767,0,0,1,1,0,0,0,0,0,0,0,0
42,2011-01-07 02:00:00,0,1.0,8.2,69.0,15.0013,0,1,1,2011,1,5,4.128767123287672,0,0,1,1,0,0,0,0,0,0,0,0
43,2011-01-07 09:00:00,0,1.0,8.2,47.0,19.9995,9,125,134,2011,1,805,692.1287671232876,0,0,1,0,0,0,0,0,0,0,0,0
44,2011-01-07 13:00:00,0,1.0,8.2,37.0,19.0012,9,64,73,2011,1,500,429.82876712328766,0,0,1,1,0,0,0,0,0,0,0,0
45,2011-01-07 14:00:00,0,1.0,8.2,40.0,16.9979,7,43,50,2011,1,355,305.1287671232877,0,0,1,1,0,0,0,0,0,0,0,0
46,2011-01-07 15:00:00,0,1.0,8.2,37.0,11.0014,9,63,72,2011,1,495,425.5287671232877,0,0,1,1,0,0,0,0,0,0,0,0
47,2011-01-07 16:00:00,0,1.0,8.2,37.0,11.0014,5,82,87,2011,1,510,438.4287671232877,0,0,1,1,0,0,0,0,0,0,0,0
48,2011-01-07 19:00:00,0,1.0,6.56,55.0,6.0032,3,92,95,2011,1,520,447.0287671232877,0,0,1,0,0,0,0,0,0,0,0,0
49,2011-01-07 20:00:00,0,1.0,7.38,47.0,7.0015,1,50,51,2011,1,270,232.02876712328765,0,0,1,0,0,0,0,0,0,0,0,0
50,2011-01-08 01:00:00,1,0.0,7.38,55.0,6.0032,1,15,16,2011,1,95,81.52876712328766,0,0,1,1,0,0,0,1,0,0,0,0
51,2011-01-08 02:00:00,1,0.0,7.38,55.0,0.0,3,13,16,2011,1,125,107.32876712328768,0,0,1,1,0,0,0,1,0,0,0,0
52,2011-01-08 03:00:00,1,0.0,7.38,55.0,11.0014,0,7,7,2011,1,35,29.92876712328767,0,0,1,0,1,0,0,1,0,0,0,0
53,2011-01-08 04:00:00,1,0.0,7.38,55.0,11.0014,0,1,1,2011,1,5,4.128767123287672,0,0,1,0,1,0,0,1,0,0,0,0
54,2011-01-08 07:00:00,1,0.0,6.56,74.0,7.0015,1,8,9,2011,1,60,51.42876712328767,0,0,1,1,0,0,0,1,0,0,0,0
55,2011-01-08 08:00:00,1,0.0,6.56,93.0,7.0015,0,15,15,2011,1,75,64.32876712328766,0,0,1,0,1,0,0,1,0,0,0,0
56,2011-01-08 09:00:00,1,1.0,6.56,93.0,7.0015,0,20,20,2011,1,100,85.82876712328766,0,0,1,0,1,0,0,1,0,0,0,0
57,2011-01-08 10:00:00,1,0.0,7.38,80.0,11.0014,5,56,61,2011,1,380,326.6287671232877,0,0,1,1,0,0,0,1,0,0,0,0
58,2011-01-08 23:00:00,1,0.0,4.1,39.0,30.0026,0,22,22,2011,1,110,94.42876712328768,0,0,1,0,0,0,0,1,0,0,0,0
59,2011-01-09 01:00:00,1,0.0,4.1,42.0,31.0009,0,12,12,2011,1,60,51.42876712328767,0,0,1,0,0,0,0,0,1,0,0,0
60,2011-01-09 04:00:00,1,0.0,3.28,53.0,12.998,0,1,1,2011,1,5,4.128767123287672,0,0,1,0,0,0,0,0,1,0,0,0
61,2011-01-09 07:00:00,1,0.0,3.28,53.0,12.998,1,5,6,2011,1,45,38.52876712328767,0,0,1,0,0,0,0,0,1,0,0,0
62,2011-01-09 10:00:00,1,1.0,5.74,43.0,26.0027,0,49,49,2011,1,245,210.52876712328765,0,0,1,0,0,0,0,0,1,0,0,0
63,2011-01-09 11:00:00,1,0.0,6.56,40.0,12.998,2,47,49,2011,1,275,236.3287671232877,0,0,1,0,0,0,0,0,1,0,0,0
64,2011-01-09 12:00:00,1,0.0,7.38,37.0,30.0026,4,79,83,2011,1,475,408.32876712328766,0,0,1,0,0,0,0,0,1,0,0,0
65,2011-01-09 13:00:00,1,0.0,8.2,34.0,30.0026,6,69,75,2011,1,465,399.7287671232877,0,0,1,0,0,0,0,0,1,0,0,0
66,2011-01-09 16:00:00,1,0.0,8.2,34.0,30.0026,13,79,92,2011,1,655,563.1287671232876,0,0,1,0,0,0,0,0,1,0,0,0
67,2011-01-09 20:00:00,1,0.0,5.74,46.0,16.9979,0,38,38,2011,1,190,163.22876712328767,0,0,1,0,0,0,0,0,1,0,0,0
68,2011-01-10 01:00:00,0,1.0,4.92,50.0,19.0012,1,0,1,2011,1,20,17.028767123287672,0,0,1,0,0,0,1,0,0,0,0,0
69,2011-01-10 02:00:00,0,1.0,4.92,50.0,15.0013,0,3,3,2011,1,15,12.728767123287671,0,0,1,0,0,0,1,0,0,0,0,0
70,2011-01-10 05:00:00,0,1.0,4.1,54.0,16.9979,0,3,3,2011,1,15,12.728767123287671,0,0,1,0,0,0,1,0,0,0,0,0
71,2011-01-10 10:00:00,0,1.0,5.74,50.0,19.9995,0,31,31,2011,1,155,133.12876712328767,0,0,1,1,0,0,1,0,0,0,0,0
72,2011-01-10 18:00:00,0,1.0,8.2,40.0,15.0013,1,154,155,2011,1,790,679.2287671232876,0,0,1,0,0,0,1,0,0,0,0,0
73,2011-01-10 19:00:00,0,1.0,6.56,47.0,11.0014,3,92,95,2011,1,520,447.0287671232877,0,0,1,0,0,0,1,0,0,0,0,0
74,2011-01-10 20:00:00,0,1.0,6.56,50.0,11.0014,1,73,74,2011,1,385,330.9287671232877,0,0,1,0,0,0,1,0,0,0,0,0
75,2011-01-10 21:00:00,0,1.0,5.74,59.0,12.998,1,37,38,2011,1,205,176.12876712328767,0,0,1,0,0,0,1,0,0,0,0,0
76,2011-01-11 09:00:00,0,1.0,7.38,51.0,11.0014,3,127,130,2011,1,695,597.5287671232877,0,0,1,1,0,0,0,0,0,0,1,0
77,2011-01-11 22:00:00,0,1.0,6.56,93.0,7.0015,1,28,29,2011,1,160,137.42876712328768,0,0,1,0,1,0,0,0,0,0,1,0
78,2011-01-12 16:00:00,0,1.0,9.02,44.0,22.0028,5,63,68,2011,1,415,356.72876712328764,0,0,1,0,0,0,0,0,0,0,0,1
79,2011-01-12 18:00:00,0,1.0,8.2,47.0,12.998,2,135,137,2011,1,715,614.7287671232876,0,0,1,0,0,0,0,0,0,0,0,1
80,2011-01-12 22:00:00,0,1.0,6.56,55.0,30.0026,1,32,33,2011,1,180,154.62876712328767,0,0,1,0,0,0,0,0,0,0,0,1
81,2011-01-12 23:00:00,0,1.0,5.74,59.0,27.9993,1,19,20,2011,1,115,98.72876712328768,0,0,1,0,0,0,0,0,0,0,0,1
82,2011-01-13 03:00:00,0,1.0,5.74,50.0,22.0028,0,3,3,2011,1,15,12.728767123287671,0,0,1,0,0,0,0,0,0,1,0,0
83,2011-01-13 04:00:00,0,1.0,5.74,50.0,16.9979,0,4,4,2011,1,20,17.028767123287672,0,0,1,0,0,0,0,0,0,1,0,0
84,2011-01-13 05:00:00,0,1.0,5.74,50.0,19.9995,0,3,3,2011,1,15,12.728767123287671,0,0,1,0,0,0,0,0,0,1,0,0
85,2011-01-13 06:00:00,0,1.0,4.92,54.0,8.9981,0,28,28,2011,1,140,120.22876712328768,0,0,1,0,0,0,0,0,0,1,0,0
86,2011-01-13 07:00:00,0,1.0,4.92,54.0,8.9981,0,72,72,2011,1,360,309.4287671232877,0,0,1,0,0,0,0,0,0,1,0,0
87,2011-01-13 11:00:00,0,1.0,8.2,44.0,30.0026,4,33,37,2011,1,245,210.52876712328765,0,0,1,1,0,0,0,0,0,1,0,0
88,2011-01-13 14:00:00,0,1.0,9.02,41.0,26.0027,3,39,42,2011,1,255,219.12876712328767,0,0,1,0,0,0,0,0,0,1,0,0
89,2011-01-13 15:00:00,0,1.0,9.84,38.0,19.9995,5,55,60,2011,1,375,322.32876712328766,0,0,1,0,0,0,0,0,0,1,0,0
90,2011-01-13 17:00:00,0,1.0,8.2,40.0,19.0012,4,158,162,2011,1,870,748.0287671232877,0,0,1,0,0,0,0,0,0,1,0,0
91,2011-01-13 18:00:00,0,1.0,8.2,40.0,22.0028,3,141,144,2011,1,765,657.7287671232876,0,0,1,0,0,0,0,0,0,1,0,0
92,2011-01-14 09:00:00,0,1.0,5.74,69.0,8.9981,0,117,117,2011,1,585,502.9287671232877,0,0,1,0,0,0,0,0,0,0,0,0
93,2011-01-14 19:00:00,0,1.0,6.56,59.0,6.0032,3,89,92,2011,1,505,434.1287671232877,0,0,1,0,0,0,0,0,0,0,0,0
94,2011-01-15 00:00:00,1,0.0,7.38,55.0,0.0,3,25,28,2011,1,185,158.92876712328768,0,0,1,0,0,0,0,1,0,0,0,0
95,2011-01-15 01:00:00,1,0.0,6.56,59.0,6.0032,2,18,20,2011,1,130,111.62876712328767,0,0,1,1,0,0,0,1,0,0,0,0
96,2011-01-15 15:00:00,1,0.0,13.12,36.0,12.998,21,108,129,2011,1,960,825.4287671232877,0,0,1,1,0,0,0,1,0,0,0,0
97,2011-01-15 18:00:00,1,1.0,12.3,45.0,16.9979,15,69,84,2011,1,645,554.5287671232877,0,0,1,1,0,0,0,1,0,0,0,0
98,2011-01-15 22:00:00,1,0.0,12.3,42.0,7.0015,0,26,26,2011,1,130,111.62876712328767,0,0,1,1,0,0,0,1,0,0,0,0
99,2011-01-16 05:00:00,1,0.0,10.66,56.0,11.0014,1,1,2,2011,1,25,21.32876712328767,0,0,1,1,0,0,0,0,1,0,0,0
100,2011-01-16 06:00:00,1,0.0,10.66,56.0,11.0014,0,1,1,2011,1,5,4.128767123287672,0,0,1,1,0,0,0,0,1,0,0,0
101,2011-01-16 07:00:00,1,0.0,9.84,56.0,19.9995,0,3,3,2011,1,15,12.728767123287671,0,0,1,1,0,0,0,0,1,0,0,0
102,2011-01-16 12:00:00,1,1.0,9.84,41.0,19.0012,29,75,104,2011,1,955,821.1287671232876,0,0,1,0,0,0,0,0,1,0,0,0
103,2011-01-16 19:00:00,1,0.0,7.38,47.0,8.9981,14,47,61,2011,1,515,442.7287671232877,0,0,1,0,0,0,0,0,1,0,0,0
104,2011-01-17 01:00:00,0,0.0,8.2,44.0,12.998,1,15,16,2011,1,95,81.52876712328766,0,0,1,1,0,0,1,0,0,0,0,0
105,2011-01-17 02:00:00,0,0.0,7.38,43.0,16.9979,0,8,8,2011,1,40,34.22876712328767,0,0,1,1,0,0,1,0,0,0,0,0
106,2011-01-17 03:00:00,0,0.0,7.38,43.0,12.998,0,2,2,2011,1,10,8.42876712328767,0,0,1,1,0,0,1,0,0,0,0,0
107,2011-01-17 11:00:00,0,0.0,6.56,55.0,12.998,9,55,64,2011,1,455,391.1287671232877,0,0,1,1,0,0,1,0,0,0,0,0
108,2011-01-17 22:00:00,0,0.0,5.74,93.0,16.9979,0,13,13,2011,1,65,55.72876712328767,0,0,1,0,1,0,1,0,0,0,0,0
109,2011-01-18 15:00:00,0,1.0,9.02,87.0,11.0014,3,32,35,2011,1,220,189.02876712328768,0,0,1,1,0,0,0,0,0,0,1,0
110,2011-01-18 22:00:00,0,1.0,9.02,93.0,6.0032,0,33,33,2011,1,165,141.72876712328767,0,0,1,1,0,0,0,0,0,0,1,0
111,2011-01-18 23:00:00,0,1.0,9.02,93.0,0.0,1,19,20,2011,1,115,98.72876712328768,0,0,1,1,0,0,0,0,0,0,1,0
112,2011-01-19 02:00:00,0,1.0,9.02,93.0,8.9981,0,3,3,2011,1,15,12.728767123287671,0,0,1,0,1,0,0,0,0,0,0,1
113,2011-01-19 07:00:00,0,1.0,9.84,92.0,7.0015,1,89,90,2011,1,465,399.7287671232877,0,0,1,1,0,0,0,0,0,0,0,1
114,2011-01-19 11:00:00,0,1.0,11.48,87.0,6.0032,5,47,52,2011,1,335,287.9287671232877,0,0,1,1,0,0,0,0,0,0,0,1
115,2011-01-19 12:00:00,0,1.0,12.3,81.0,6.0032,5,65,70,2011,1,425,365.32876712328766,0,0,1,1,0,0,0,0,0,0,0,1
116,2011-01-19 14:00:00,0,1.0,16.4,58.0,16.9979,7,68,75,2011,1,480,412.6287671232877,0,0,1,0,0,0,0,0,0,0,0,1
117,2011-01-19 16:00:00,0,1.0,15.58,58.0,26.0027,10,94,104,2011,1,670,576.0287671232877,0,0,1,0,0,0,0,0,0,0,0,1
118,2011-01-19 17:00:00,0,1.0,14.76,57.0,22.0028,7,190,197,2011,1,1090,937.2287671232876,0,0,1,0,0,0,0,0,0,0,0,1
119,2011-01-19 19:00:00,0,1.0,13.12,57.0,27.9993,4,108,112,2011,1,620,533.0287671232877,0,0,1,0,0,0,0,0,0,0,0,1
120,2011-01-19 23:00:00,0,1.0,12.3,52.0,31.0009,1,27,28,2011,1,155,133.12876712328767,0,0,1,0,0,0,0,0,0,0,0,1
121,2011-02-01 02:00:00,0,1.0,6.56,69.0,0.0,0,2,2,2011,2,10,8.42876712328767,0,0,1,1,0,0,0,0,0,0,1,0
122,2011-02-01 03:00:00,0,1.0,6.56,69.0,0.0,0,2,2,2011,2,10,8.42876712328767,0,0,1,1,0,0,0,0,0,0,1,0
123,2011-02-01 07:00:00,0,1.0,6.56,93.0,0.0,0,52,52,2011,2,260,223.42876712328768,0,0,1,0,1,0,0,0,0,0,1,0
124,2011-02-01 15:00:00,0,1.0,9.84,75.0,0.0,7,45,52,2011,2,365,313.72876712328764,0,0,1,1,0,0,0,0,0,0,1,0
125,2011-02-01 18:00:00,0,1.0,9.84,81.0,7.0015,3,165,168,2011,2,885,760.9287671232877,0,0,1,1,0,0,0,0,0,0,1,0
126,2011-02-01 21:00:00,0,1.0,9.02,87.0,8.9981,0,64,64,2011,2,320,275.02876712328765,0,0,1,1,0,0,0,0,0,0,1,0
127,2011-02-02 01:00:00,0,1.0,9.02,93.0,12.998,0,3,3,2011,2,15,12.728767123287671,0,0,1,0,1,0,0,0,0,0,0,1
128,2011-02-02 11:00:00,0,1.0,9.84,93.0,12.998,5,47,52,2011,2,335,287.9287671232877,0,0,1,1,0,0,0,0,0,0,0,1
129,2011-02-02 13:00:00,0,1.0,13.94,93.0,11.0014,1,74,75,2011,2,390,335.22876712328764,0,0,1,0,0,0,0,0,0,0,0,1
130,2011-02-02 16:00:00,0,1.0,14.76,71.0,19.9995,8,95,103,2011,2,635,545.9287671232877,0,0,1,0,0,0,0,0,0,0,0,1
131,2011-02-02 21:00:00,0,1.0,9.02,47.0,22.0028,1,62,63,2011,2,330,283.6287671232877,0,0,1,0,0,0,0,0,0,0,0,1
132,2011-02-03 03:00:00,0,1.0,7.38,43.0,16.9979,0,1,1,2011,2,5,4.128767123287672,0,0,1,0,0,0,0,0,0,1,0,0
133,2011-02-03 05:00:00,0,1.0,6.56,50.0,19.9995,0,2,2,2011,2,10,8.42876712328767,0,0,1,0,0,0,0,0,0,1,0,0
134,2011-02-03 10:00:00,0,1.0,7.38,43.0,22.0028,2,50,52,2011,2,290,249.22876712328767,0,0,1,0,0,0,0,0,0,1,0,0
135,2011-02-03 12:00:00,0,1.0,8.2,40.0,23.9994,2,67,69,2011,2,375,322.32876712328766,0,0,1,0,0,0,0,0,0,1,0,0
136,2011-02-03 20:00:00,0,1.0,8.2,47.0,6.0032,1,108,109,2011,2,560,481.4287671232877,0,0,1,0,0,0,0,0,0,1,0,0
137,2011-02-03 23:00:00,0,1.0,8.2,47.0,7.0015,4,34,38,2011,2,250,214.8287671232877,0,0,1,0,0,0,0,0,0,1,0,0
138,2011-02-04 00:00:00,0,1.0,8.2,44.0,0.0,3,10,13,2011,2,110,94.42876712328768,0,0,1,1,0,0,0,0,0,0,0,0
139,2011-02-04 03:00:00,0,1.0,5.74,63.0,7.0015,0,1,1,2011,2,5,4.128767123287672,0,0,1,1,0,0,0,0,0,0,0,0
140,2011-02-04 08:00:00,0,1.0,5.74,74.0,8.9981,3,217,220,2011,2,1145,984.5287671232876,0,0,1,0,0,0,0,0,0,0,0,0
141,2011-02-04 13:00:00,0,1.0,10.66,50.0,15.0013,9,73,82,2011,2,545,468.5287671232877,0,0,1,1,0,0,0,0,0,0,0,0
142,2011-02-04 18:00:00,0,1.0,9.84,60.0,7.0015,3,152,155,2011,2,820,705.0287671232877,0,0,1,1,0,0,0,0,0,0,0,0
143,2011-02-04 19:00:00,0,1.0,9.84,65.0,8.9981,1,102,103,2011,2,530,455.6287671232877,0,0,1,1,0,0,0,0,0,0,0,0
144,2011-02-04 20:00:00,0,1.0,9.84,65.0,11.0014,2,69,71,2011,2,385,330.9287671232877,0,0,1,1,0,0,0,0,0,0,0,0
145,2011-02-04 22:00:00,0,1.0,9.84,65.0,11.0014,1,45,46,2011,2,245,210.52876712328765,0,0,1,1,0,0,0,0,0,0,0,0
146,2011-02-05 03:00:00,1,0.0,9.84,75.0,11.0014,1,10,11,2011,2,70,60.02876712328767,0,0,1,1,0,0,0,1,0,0,0,0
147,2011-02-05 06:00:00,1,0.0,8.2,100.0,0.0,0,4,4,2011,2,20,17.028767123287672,0,0,1,0,1,0,0,1,0,0,0,0
148,2011-02-05 11:00:00,1,0.0,9.02,100.0,8.9981,1,46,47,2011,2,250,214.8287671232877,0,0,1,0,1,0,0,1,0,0,0,0
149,2011-02-05 15:00:00,1,0.0,9.02,100.0,0.0,11,49,60,2011,2,465,399.7287671232877,0,0,1,0,1,0,0,1,0,0,0,0
150,2011-02-05 17:00:00,1,0.0,9.84,100.0,19.0012,14,64,78,2011,2,600,515.8287671232877,0,0,1,1,0,0,0,1,0,0,0,0
151,2011-02-06 03:00:00,1,0.0,10.66,60.0,6.0032,3,10,13,2011,2,110,94.42876712328768,0,0,1,0,0,0,0,0,1,0,0,0
152,2011-02-06 05:00:00,1,0.0,10.66,60.0,15.0013,0,1,1,2011,2,5,4.128767123287672,0,0,1,0,0,0,0,0,1,0,0,0
153,2011-02-06 14:00:00,1,0.0,13.94,46.0,6.0032,16,114,161,2011,2,1510,1298.4287671232876,0,0,1,0,0,0,0,0,1,0,0,0
154,2011-02-06 15:00:00,1,0.0,13.94,46.0,6.0032,16,130,182,2011,2,1690,1453.2287671232875,0,0,1,0,0,0,0,0,1,0,0,0
155,2011-02-06 16:00:00,1,1.0,13.94,49.0,7.0015,16,115,157,2011,2,1415,1216.7287671232875,0,0,1,0,0,0,0,0,1,0,0,0
156,2011-02-07 01:00:00,0,1.0,9.02,75.0,0.0,1,4,5,2011,2,40,34.22876712328767,0,0,1,0,0,0,1,0,0,0,0,0
157,2011-02-07 03:00:00,0,1.0,8.2,86.0,0.0,0,1,1,2011,2,5,4.128767123287672,0,0,1,0,0,0,1,0,0,0,0,0
158,2011-02-07 06:00:00,0,1.0,7.38,93.0,0.0,1,29,30,2011,2,165,141.72876712328767,0,0,1,0,0,0,1,0,0,0,0,0
159,2011-02-07 07:00:00,0,1.0,7.38,86.0,0.0,6,89,95,2011,2,565,485.7287671232877,0,0,1,0,0,0,1,0,0,0,0,0
160,2011-02-07 19:00:00,0,1.0,13.12,70.0,0.0,5,123,128,2011,2,715,614.7287671232876,0,0,1,1,0,0,1,0,0,0,0,0
161,2011-02-07 20:00:00,0,1.0,13.12,70.0,7.0015,6,82,88,2011,2,530,455.6287671232877,0,0,1,1,0,0,1,0,0,0,0,0
162,2011-02-07 23:00:00,0,1.0,12.3,81.0,0.0,6,19,25,2011,2,215,184.72876712328767,0,0,1,1,0,0,1,0,0,0,0,0
163,2011-02-08 00:00:00,0,1.0,11.48,87.0,0.0,4,6,10,2011,2,110,94.42876712328768,0,0,1,1,0,0,0,0,0,0,1,0
164,2011-02-08 02:00:00,0,1.0,10.66,93.0,7.0015,1,1,2,2011,2,25,21.32876712328767,0,0,1,1,0,0,0,0,0,0,1,0
165,2011-02-08 03:00:00,0,1.0,11.48,93.0,11.0014,0,1,1,2011,2,5,4.128767123287672,0,0,1,0,1,0,0,0,0,0,1,0
166,2011-02-08 04:00:00,0,1.0,10.66,93.0,11.0014,0,3,3,2011,2,15,12.728767123287671,0,0,1,0,0,0,0,0,0,0,1,0
167,2011-02-08 10:00:00,0,1.0,9.02,47.0,12.998,4,44,48,2011,2,300,257.82876712328766,0,0,1,0,0,0,0,0,0,0,1,0
168,2011-02-08 12:00:00,0,1.0,9.84,38.0,12.998,2,63,65,2011,2,355,305.1287671232877,0,0,1,0,0,0,0,0,0,0,1,0
169,2011-02-08 13:00:00,0,1.0,9.84,32.0,30.0026,2,48,50,2011,2,280,240.62876712328767,0,0,1,1,0,0,0,0,0,0,1,0
170,2011-02-08 19:00:00,0,1.0,6.56,40.0,31.0009,1,100,101,2011,2,520,447.0287671232877,0,0,1,0,0,0,0,0,0,0,1,0
171,2011-02-08 20:00:00,0,1.0,6.56,40.0,22.0028,3,53,56,2011,2,325,279.32876712328766,0,0,1,0,0,0,0,0,0,0,1,0
172,2011-02-08 21:00:00,0,1.0,5.74,33.0,31.0009,8,46,54,2011,2,390,335.22876712328764,0,0,1,0,0,0,0,0,0,0,1,0
173,2011-02-09 08:00:00,0,1.0,4.1,42.0,0.0,1,198,199,2011,2,1010,868.4287671232877,0,0,1,0,0,0,0,0,0,0,0,1
