,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,day,revenue,profit
69,2011-01-10 02:00:00,Winter,0,1.0,Clear,4.92,50.0,15.0013,0,3,3,2011,1,Monday,15,12.728767123287671
70,2011-01-10 05:00:00,Winter,0,1.0,Clear,4.1,54.0,16.9979,0,3,3,2011,1,Monday,15,12.728767123287671
71,2011-01-10 10:00:00,Winter,0,1.0,Mist,5.74,50.0,19.9995,0,31,31,2011,1,Monday,155,133.12876712328767
72,2011-01-10 18:00:00,Winter,0,1.0,Clear,8.2,40.0,15.0013,1,154,155,2011,1,Monday,790,679.2287671232876
73,2011-01-10 19:00:00,Winter,0,1.0,Clear,6.56,47.0,11.0014,3,92,95,2011,1,Monday,520,447.02876712328765
74,2011-01-10 20:00:00,Winter,0,1.0,Clear,6.56,50.0,11.0014,1,73,74,2011,1,Monday,385,330.9287671232877
75,2011-01-10 21:00:00,Winter,0,1.0,Clear,5.74,59.0,12.998,1,37,38,2011,1,Monday,205,176.12876712328767
76,2011-01-11 09:00:00,Winter,0,1.0,Mist,7.38,51.0,11.0014,3,127,130,2011,1,Tuesday,695,597.5287671232877
77,2011-01-11 22:00:00,Winter,0,1.0,Rainy,6.56,93.0,7.0015,1,28,29,2011,1,Tuesday,160,137.42876712328768
78,2011-01-12 16:00:00,Winter,0,1.0,Clear,9.02,44.0,22.0028,5,63,68,2011,1,Wednesday,415,356.72876712328764
79,2011-01-12 18:00:00,Winter,0,1.0,Clear,8.2,47.0,35.0008,2,135,137,2011,1,Wednesday,715,614.7287671232876
80,2011-01-12 22:00:00,Winter,0,1.0,Clear,6.56,55.0,30.0026,1,32,33,2011,1,Wednesday,180,154.62876712328767
81,2011-01-12 23:00:00,Winter,0,1.0,Clear,5.74,59.0,27.9993,1,19,20,2011,1,Wednesday,115,98.72876712328767
82,2011-01-13 03:00:00,Winter,0,1.0,Clear,5.74,50.0,22.0028,0,3,3,2011,1,Thursday,15,12.728767123287671
83,2011-01-13 04:00:00,Winter,0,1.0,Clear,5.74,50.0,16.9979,0,4,4,2011,1,Thursday,20,17.028767123287672
84,2011-01-13 05:00:00,Winter,0,1.0,Clear,5.74,50.0,19.9995,0,3,3,2011,1,Thursday,15,12.728767123287671
85,2011-01-13 06:00:00,Winter,0,1.0,Clear,4.92,54.0,8.9981,0,28,28,2011,1,Thursday,140,120.22876712328767
86,2011-01-13 07:00:00,Winter,0,1.0,Clear,4.92,54.0,8.9981,0,72,72,2011,1,Thursday,360,309.4287671232877
87,2011-01-13 11:00:00,Winter,0,1.0,Mist,8.2,44.0,30.0026,4,33,37,2011,1,Thursday,245,210.52876712328765
88,2011-01-13 14:00:00,Winter,0,1.0,Clear,9.02,41.0,26.0027,3,39,42,2011,1,Thursday,255,219.12876712328767
89,2011-01-13 15:00:00,Winter,0,1.0,Clear,9.84,38.0,19.9995,5,55,60,2011,1,Thursday,375,322.32876712328766
90,2011-01-13 17:00:00,Winter,0,1.0,Clear,8.2,40.0,19.0012,4,158,162,2011,1,Thursday,870,748.0287671232877
91,2011-01-13 18:00:00,Winter,0,1.0,Clear,8.2,40.0,22.0028,3,141,144,2011,1,Thursday,765,657.7287671232876
92,2011-01-14 09:00:00,Winter,0,1.0,Clear,5.74,69.0,8.9981,0,117,117,2011,1,Friday,585,502.9287671232877
93,2011-01-14 19:00:00,Winter,0,1.0,Clear,6.56,59.0,6.0032,3,89,92,2011,1,Friday,505,434.1287671232877
94,2011-01-15 00:00:00,Winter,1,0.0,Clear,7.38,55.0,0.0,3,25,28,2011,1,Saturday,185,158.92876712328768
95,2011-01-15 01:00:00,Winter,1,0.0,Mist,6.56,59.0,6.0032,2,18,20,2011,1,Saturday,130,111.62876712328767
96,2011-01-15 15:00:00,Winter,1,0.0,Mist,13.12,36.0,12.998,21,108,129,2011,1,Saturday,960,825.4287671232877
97,2011-01-15 18:00:00,Winter,1,1.0,Mist,12.3,45.0,16.9979,15,69,84,2011,1,Saturday,645,554.5287671232877
98,2011-01-15 22:00:00,Winter,1,0.0,Mist,12.3,42.0,7.0015,0,26,26,2011,1,Saturday,130,111.62876712328767
99,2011-01-16 05:00:00,Winter,1,0.0,Mist,10.66,56.0,11.0014,1,1,2,2011,1,Sunday,25,21.32876712328767
100,2011-01-16 06:00:00,Winter,1,0.0,Mist,10.66,56.0,11.0014,0,1,1,2011,1,Sunday,5,4.1287671232876715
101,2011-01-16 07:00:00,Winter,1,0.0,Mist,9.84,56.0,19.9995,0,3,3,2011,1,Sunday,15,12.728767123287671
102,2011-01-16 12:00:00,Winter,1,1.0,Clear,9.84,41.0,19.0012,29,75,104,2011,1,Sunday,955,821.1287671232876
103,2011-01-16 19:00:00,Winter,1,0.0,Clear,7.38,47.0,8.9981,14,47,61,2011,1,Sunday,515,442.72876712328764
104,2011-01-17 01:00:00,Winter,0,0.0,Mist,8.2,44.0,12.998,1,15,16,2011,1,Monday,95,81.52876712328766
105,2011-01-17 02:00:00,Winter,0,0.0,Mist,7.38,43.0,16.9979,0,8,8,2011,1,Monday,40,34.22876712328767
106,2011-01-17 03:00:00,Winter,0,0.0,Mist,7.38,43.0,12.998,0,2,2,2011,1,Monday,10,8.42876712328767
107,2011-01-17 11:00:00,Winter,0,0.0,Mist,6.56,55.0,12.998,9,55,64,2011,1,Monday,455,391.1287671232877
108,2011-01-17 22:00:00,Winter,0,0.0,Rainy,5.74,93.0,16.9979,0,13,13,2011,1,Monday,65,55.72876712328767
109,2011-01-18 15:00:00,Winter,0,1.0,Mist,9.02,87.0,11.0014,3,32,35,2011,1,Tuesday,220,189.02876712328768
110,2011-01-18 22:00:00,Winter,0,1.0,Mist,9.02,93.0,6.0032,0,33,33,2011,1,Tuesday,165,141.72876712328767
111,2011-01-18 23:00:00,Winter,0,1.0,Mist,9.02,93.0,0.0,1,19,20,2011,1,Tuesday,115,98.72876712328767
112,2011-01-19 02:00:00,Winter,0,1.0,Rainy,9.02,93.0,8.9981,0,3,3,2011,1,Wednesday,15,12.728767123287671
113,2011-01-19 07:00:00,Winter,0,1.0,Mist,9.84,92.0,7.0015,1,89,90,2011,1,Wednesday,465,399.72876712328764
114,2011-01-19 11:00:00,Winter,0,1.0,Mist,11.48,87.0,6.0032,5,47,52,2011,1,Wednesday,335,287.9287671232877
115,2011-01-19 12:00:00,Winter,0,1.0,Mist,12.3,81.0,6.0032,5,65,70,2011,1,Wednesday,425,365.32876712328766
116,2011-01-19 14:00:00,Winter,0,1.0,Clear,16.4,58.0,16.9979,7,68,75,2011,1,Wednesday,480,412.6287671232877
117,2011-01-19 16:00:00,Winter,0,1.0,Clear,15.58,58.0,26.0027,10,94,104,2011,1,Wednesday,670,576.0287671232877
118,2011-01-19 17:00:00,Winter,0,1.0,Clear,14.76,57.0,22.0028,7,190,197,2011,1,Wednesday,1090,937.2287671232876
119,2011-01-19 19:00:00,Winter,0,1.0,Clear,13.12,57.0,27.9993,4,108,112,2011,1,Wednesday,620,533.0287671232877
120,2011-01-19 23:00:00,Winter,0,1.0,Clear,12.3,52.0,31.0009,1,27,28,2011,1,Wednesday,155,133.12876712328767
121,2011-02-01 02:00:00,Winter,0,1.0,Mist,6.56,69.0,0.0,0,2,2,2011,2,Tuesday,10,8.42876712328767
122,2011-02-01 03:00:00,Winter,0,1.0,Mist,6.56,69.0,0.0,0,2,2,2011,2,Tuesday,10,8.42876712328767
123,2011-02-01 07:00:00,Winter,0,1.0,Rainy,6.56,93.0,0.0,0,52,52,2011,2,Tuesday,260,223.42876712328766
124,2011-02-01 15:00:00,Winter,0,1.0,Mist,9.84,75.0,0.0,7,45,52,2011,2,Tuesday,365,313.72876712328764
125,2011-02-01 18:00:00,Winter,0,1.0,Mist,9.84,81.0,7.0015,3,165,168,2011,2,Tuesday,885,760.9287671232877
126,2011-02-01 21:00:00,Winter,0,1.0,Mist,9.02,87.0,8.9981,0,64,64,2011,2,Tuesday,320,275.02876712328765
127,2011-02-02 01:00:00,Winter,0,1.0,Rainy,9.02,93.0,12.998,0,3,3,2011,2,Wednesday,15,12.728767123287671
128,2011-02-02 11:00:00,Winter,0,1.0,Mist,9.84,93.0,12.998,5,47,52,2011,2,Wednesday,335,287.9287671232877
129,2011-02-02 13:00:00,Winter,0,1.0,Clear,13.94,93.0,11.0014,1,74,75,2011,2,Wednesday,390,335.22876712328764
130,2011-02-02 16:00:00,Winter,0,1.0,Clear,14.76,71.0,19.9995,8,95,103,2011,2,Wednesday,635,545.9287671232877
131,2011-02-02 21:00:00,Winter,0,1.0,Clear,9.02,47.0,22.0028,1,62,63,2011,2,Wednesday,330,283.6287671232877
132,2011-02-03 03:00:00,Winter,0,1.0,Clear,7.38,43.0,16.9979,0,1,1,2011,2,Thursday,5,4.1287671232876715
133,2011-02-03 05:00:00,Winter,0,1.0,Clear,6.56,50.0,19.9995,0,2,2,2011,2,Thursday,10,8.42876712328767
134,2011-02-03 10:00:00,Winter,0,1.0,Clear,7.38,43.0,22.0028,2,50,52,2011,2,Thursday,290,249.22876712328767
135,2011-02-03 12:00:00,Winter,0,1.0,Clear,8.2,40.0,23.9994,2,67,69,2011,2,Thursday,375,322.32876712328766
136,2011-02-03 20:00:00,Winter,0,1.0,Clear,8.2,47.0,6.0032,1,108,109,2011,2,Thursday,560,481.4287671232877
137,2011-02-03 23:00:00,Winter,0,1.0,Clear,8.2,47.0,7.0015,4,34,38,2011,2,Thursday,250,214.82876712328766
138,2011-02-04 00:00:00,Winter,0,1.0,Mist,8.2,44.0,0.0,3,10,13,2011,2,Friday,110,94.42876712328767
139,2011-02-04 03:00:00,Winter,0,1.0,Mist,5.74,63.0,7.0015,0,1,1,2011,2,Friday,5,4.1287671232876715
140,2011-02-04 08:00:00,Winter,0,1.0,Clear,5.74,74.0,8.9981,3,217,220,2011,2,Friday,1145,984.5287671232877
141,2011-02-04 13:00:00,Winter,0,1.0,Mist,10.66,50.0,15.0013,9,73,82,2011,2,Friday,545,468.52876712328765
142,2011-02-04 18:00:00,Winter,0,1.0,Mist,9.84,60.0,7.0015,3,152,155,2011,2,Friday,820,705.0287671232877
143,2011-02-04 19:00:00,Winter,0,1.0,Mist,9.84,65.0,8.9981,1,102,103,2011,2,Friday,530,455.6287671232877
144,2011-02-04 20:00:00,Winter,0,1.0,Mist,9.84,65.0,11.0014,2,69,71,2011,2,Friday,385,330.9287671232877
145,2011-02-04 22:00:00,Winter,0,1.0,Mist,9.84,65.0,11.0014,1,45,46,2011,2,Friday,245,210.52876712328765
146,2011-02-05 03:00:00,Winter,1,0.0,Mist,9.84,75.0,11.0014,1,10,11,2011,2,Saturday,70,60.02876712328767
147,2011-02-05 06:00:00,Winter,1,0.0,Rainy,8.2,100.0,0.0,0,4,4,2011,2,Saturday,20,17.028767123287672
148,2011-02-05 11:00:00,Winter,1,0.0,Rainy,9.02,100.0,8.9981,1,46,47,2011,2,Saturday,250,214.82876712328766
149,2011-02-05 15:00:00,Winter,1,0.0,Rainy,9.02,100.0,0.0,11,49,60,2011,2,Saturday,465,399.72876712328764
150,2011-02-05 17:00:00,Winter,1,0.0,Mist,9.84,100.0,19.0012,14,64,78,2011,2,Saturday,600,515.8287671232877
151,2011-02-06 03:00:00,Winter,1,0.0,Clear,10.66,60.0,6.0032,3,10,13,2011,2,Sunday,110,94.42876712328767
152,2011-02-06 05:00:00,Winter,1,0.0,Clear,10.66,60.0,15.0013,0,1,1,2011,2,Sunday,5,4.1287671232876715
153,2011-02-06 14:00:00,Winter,1,0.0,Clear,13.94,46.0,6.0032,47,114,161,2011,2,Sunday,1510,1298.4287671232876
154,2011-02-06 15:00:00,Winter,1,0.0,Clear,13.94,46.0,6.0032,52,130,182,2011,2,Sunday,1690,1453.2287671232875
155,2011-02-06 16:00:00,Winter,1,1.0,Clear,13.94,49.0,7.0015,42,115,157,2011,2,Sunday,1415,1216.7287671232875
156,2011-02-07 01:00:00,Winter,0,1.0,Clear,9.02,75.0,0.0,1,4,5,2011,2,Monday,40,34.22876712328767
157,2011-02-07 03:00:00,Winter,0,1.0,Clear,8.2,86.0,0.0,0,1,1,2011,2,Monday,5,4.1287671232876715
158,2011-02-07 06:00:00,Winter,0,1.0,Clear,7.38,93.0,0.0,1,29,30,2011,2,Monday,165,141.72876712328767
159,2011-02-07 07:00:00,Winter,0,1.0,Clear,7.38,86.0,0.0,6,89,95,2011,2,Monday,565,485.72876712328764
160,2011-02-07 19:00:00,Winter,0,1.0,Mist,13.12,70.0,0.0,5,123,128,2011,2,Monday,715,614.7287671232876
161,2011-02-07 20:00:00,Winter,0,1.0,Mist,13.12,70.0,7.0015,6,82,88,2011,2,Monday,530,455.6287671232877
162,2011-02-07 23:00:00,Winter,0,1.0,Mist,12.3,81.0,0.0,6,19,25,2011,2,Monday,215,184.72876712328767
163,2011-02-08 00:00:00,Winter,0,1.0,Mist,11.48,87.0,0.0,4,6,10,2011,2,Tuesday,110,94.42876712328767
164,2011-02-08 02:00:00,Winter,0,1.0,Mist,10.66,93.0,7.0015,1,1,2,2011,2,Tuesday,25,21.32876712328767
165,2011-02-08 03:00:00,Winter,0,1.0,Rainy,11.48,93.0,11.0014,0,1,1,2011,2,Tuesday,5,4.1287671232876715
166,2011-02-08 04:00:00,Winter,0,1.0,Clear,10.66,93.0,11.0014,0,3,3,2011,2,Tuesday,15,12.728767123287671
167,2011-02-08 10:00:00,Winter,0,1.0,Clear,9.02,47.0,36.9974,4,44,48,2011,2,Tuesday,300,257.82876712328766
168,2011-02-08 12:00:00,Winter,0,1.0,Clear,9.84,38.0,32.9975,2,63,65,2011,2,Tuesday,355,305.1287671232877
169,2011-02-08 13:00:00,Winter,0,1.0,Mist,9.84,32.0,30.0026,2,48,50,2011,2,Tuesday,280,240.62876712328767
170,2011-02-08 19:00:00,Winter,0,1.0,Clear,6.56,40.0,31.0009,1,100,101,2011,2,Tuesday,520,447.02876712328765
171,2011-02-08 20:00:00,Winter,0,1.0,Clear,6.56,40.0,22.0028,3,53,56,2011,2,Tuesday,325,279.32876712328766
172,2011-02-08 21:00:00,Winter,0,1.0,Clear,5.74,33.0,31.0009,8,46,54,2011,2,Tuesday,390,335.22876712328764
173,2011-02-09 08:00:00,Winter,0,1.0,Clear,4.1,42.0,0.0,1,198,199,2011,2,Wednesday,1010,868.4287671232877
174,2011-02-09 12:00:00,Winter,0,1.0,Mist,7.38,40.0,15.0013,4,57,61,2011,2,Wednesday,365,313.72876712328764
175,2011-02-09 15:00:00,Winter,0,1.0,Mist,8.2,34.0,19.0012,3,61,64,2011,2,Wednesday,365,313.72876712328764
176,2011-02-10 01:00:00,Winter,0,1.0,Rainy,5.74,80.0,8.9981,0,7,7,2011,2,Thursday,35,29.92876712328767
177,2011-02-10 04:00:00,Winter,0,1.0,Mist,5.74,59.0,15.0013,0,1,1,2011,2,Thursday,5,4.1287671232876715
178,2011-02-10 09:00:00,Winter,0,1.0,Clear,4.92,42.0,23.9994,1,121,122,2011,2,Thursday,625,537.3287671232877
179,2011-02-10 10:00:00,Winter,0,1.0,Clear,4.92,42.0,19.9995,1,34,35,2011,2,Thursday,190,163.22876712328767
180,2011-02-10 12:00:00,Winter,0,1.0,Clear,6.56,34.0,26.0027,4,65,69,2011,2,Thursday,405,348.1287671232877
181,2011-02-10 17:00:00,Winter,0,1.0,Clear,7.38,26.0,12.998,6,159,165,2011,2,Thursday,915,786.7287671232876
182,2011-02-10 19:00:00,Winter,0,1.0,Clear,5.74,28.0,7.0015,2,110,112,2011,2,Thursday,590,507.22876712328764
183,2011-02-10 23:00:00,Winter,0,1.0,Clear,4.92,42.0,7.0015,1,33,34,2011,2,Thursday,185,158.92876712328768
184,2011-02-11 02:00:00,Winter,0,1.0,Clear,4.1,54.0,6.0032,0,3,3,2011,2,Friday,15,12.728767123287671
185,2011-02-11 06:00:00,Winter,0,1.0,Clear,4.1,68.0,0.0,1,23,24,2011,2,Friday,135,115.92876712328767
186,2011-02-11 08:00:00,Winter,0,1.0,Clear,4.1,74.0,11.0014,4,212,216,2011,2,Friday,1140,980.2287671232876
187,2011-02-11 10:00:00,Winter,0,1.0,Clear,5.74,69.0,12.998,5,39,44,2011,2,Friday,295,253.52876712328765
188,2011-02-11 12:00:00,Winter,0,1.0,Clear,9.02,47.0,8.9981,7,64,71,2011,2,Friday,460,395.4287671232877
189,2011-02-11 20:00:00,Winter,0,1.0,Clear,9.02,55.0,8.9981,2,61,63,2011,2,Friday,345,296.52876712328765
190,2011-02-11 23:00:00,Winter,0,1.0,Clear,7.38,69.0,0.0,5,48,53,2011,2,Friday,340,292.22876712328764
191,2011-02-12 01:00:00,Winter,1,0.0,Clear,5.74,86.0,0.0,2,22,24,2011,2,Saturday,150,128.82876712328766
192,2011-02-12 06:00:00,Winter,1,0.0,Clear,4.92,93.0,12.998,1,1,2,2011,2,Saturday,25,21.32876712328767
193,2011-02-12 10:00:00,Winter,1,0.0,Clear,9.02,41.0,16.9979,13,71,84,2011,2,Saturday,615,528.7287671232876
194,2011-02-12 17:00:00,Winter,1,0.0,Clear,13.12,31.0,35.0008,24,113,137,2011,2,Saturday,1045,898.5287671232877
195,2011-02-12 19:00:00,Winter,1,0.0,Clear,11.48,38.0,11.0014,2,39,41,2011,2,Saturday,235,201.92876712328766
196,2011-02-12 22:00:00,Winter,1,0.0,Clear,9.84,44.0,6.0032,6,39,45,2011,2,Saturday,315,270.72876712328764
197,2011-02-13 01:00:00,Winter,1,0.0,Clear,8.2,59.0,6.0032,1,23,24,2011,2,Sunday,135,115.92876712328767
198,2011-02-13 11:00:00,Winter,1,0.0,Clear,13.12,39.0,30.0026,26,86,112,2011,2,Sunday,950,816.8287671232877
199,2011-02-13 20:00:00,Winter,1,0.0,Clear,16.4,35.0,22.0028,15,32,47,2011,2,Sunday,460,395.4287671232877
200,2011-02-13 21:00:00,Winter,1,0.0,Clear,16.4,35.0,23.9994,6,45,51,2011,2,Sunday,345,296.52876712328765
201,2011-02-13 22:00:00,Winter,1,1.0,Clear,16.4,35.0,19.9995,5,31,36,2011,2,Sunday,255,219.12876712328767
202,2011-02-14 05:00:00,Winter,0,1.0,Clear,13.12,53.0,19.0012,0,3,3,2011,2,Monday,15,12.728767123287671
