,holiday,workingday,temp,humidity,windspeed,rented_bikes_count,year,month,revenue,profit,season_Spring,season_Summer,season_Winter,weather_Mist,weather_Rainy,weather_Snowy,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday
152,1,0.0,10.66,60.0,15.0013,1,2011,2,5,4.128767123287672,0,0,1,0,0,0,0,0,1,0,0,0
153,1,0.0,13.94,46.0,6.0032,161,2011,2,1510,1298.4287671232876,0,0,1,0,0,0,0,0,1,0,0,0
154,1,0.0,13.94,46.0,6.0032,182,2011,2,1690,1453.2287671232875,0,0,1,0,0,0,0,0,1,0,0,0
155,1,1.0,13.94,49.0,7.0015,157,2011,2,1415,1216.7287671232875,0,0,1,0,0,0,0,0,1,0,0,0
156,0,1.0,9.02,75.0,0.0,5,2011,2,40,34.22876712328767,0,0,1,0,0,0,1,0,0,0,0,0
157,0,1.0,8.2,86.0,0.0,1,2011,2,5,4.128767123287672,0,0,1,0,0,0,1,0,0,0,0,0
158,0,1.0,7.38,93.0,0.0,30,2011,2,165,141.72876712328767,0,0,1,0,0,0,1,0,0,0,0,0
159,0,1.0,7.38,86.0,0.0,95,2011,2,565,485.7287671232877,0,0,1,0,0,0,1,0,0,0,0,0
160,0,1.0,13.12,70.0,0.0,128,2011,2,715,614.7287671232876,0,0,1,1,0,0,1,0,0,0,0,0
161,0,1.0,13.12,70.0,7.0015,88,2011,2,530,455.6287671232877,0,0,1,1,0,0,1,0,0,0,0,0
162,0,1.0,12.3,81.0,0.0,25,2011,2,215,184.72876712328767,0,0,1,1,0,0,1,0,0,0,0,0
163,0,1.0,11.48,87.0,0.0,10,2011,2,110,94.42876712328768,0,0,1,1,0,0,0,0,0,0,1,0
164,0,1.0,10.66,93.0,7.0015,2,2011,2,25,21.32876712328767,0,0,1,1,0,0,0,0,0,0,1,0
165,0,1.0,11.48,93.0,11.0014,1,2011,2,5,4.128767123287672,0,0,1,0,1,0,0,0,0,0,1,0
166,0,1.0,10.66,93.0,11.0014,3,2011,2,15,12.728767123287671,0,0,1,0,0,0,0,0,0,0,1,0
167,0,1.0,9.02,47.0,12.998,48,2011,2,300,257.82876712328766,0,0,1,0,0,0,0,0,0,0,1,0
168,0,1.0,9.84,38.0,12.998,65,2011,2,355,305.1287671232877,0,0,1,0,0,0,0,0,0,0,1,0
169,0,1.0,9.84,32.0,30.0026,50,2011,2,280,240.62876712328767,0,0,1,1,0,0,0,0,0,0,1,0
170,0,1.0,6.56,40.0,31.0009,101,2011,2,520,447.0287671232877,0,0,1,0,0,0,0,0,0,0,1,0
171,0,1.0,6.56,40.0,22.0028,56,2011,2,325,279.32876712328766,0,0,1,0,0,0,0,0,0,0,1,0
172,0,1.0,5.74,33.0,31.0009,54,2011,2,390,335.22876712328764,0,0,1,0,0,0,0,0,0,0,1,0
173,0,1.0,4.1,42.0,0.0,199,2011,2,1010,868.4287671232877,0,0,1,0,0,0,0,0,0,0,0,1
174,0,1.0,7.38,40.0,15.0013,61,2011,2,365,313.72876712328764,0,0,1,1,0,0,0,0,0,0,0,1
175,0,1.0,8.2,34.0,19.0012,64,2011,2,365,313.72876712328764,0,0,1,1,0,0,0,0,0,0,0,1
176,0,1.0,5.74,80.0,8.9981,7,2011,2,35,29.92876712328767,0,0,1,0,1,0,0,0,0,1,0,0
177,0,1.0,5.74,59.0,15.0013,1,2011,2,5,4.128767123287672,0,0,1,1,0,0,0,0,0,1,0,0
178,0,1.0,4.92,42.0,23.9994,122,2011,2,625,537.3287671232877,0,0,1,0,0,0,0,0,0,1,0,0
179,0,1.0,4.92,42.0,19.9995,35,2011,2,190,163.22876712328767,0,0,1,0,0,0,0,0,0,1,0,0
180,0,1.0,6.56,34.0,26.0027,69,2011,2,405,348.1287671232877,0,0,1,0,0,0,0,0,0,1,0,0
181,0,1.0,7.38,26.0,12.998,165,2011,2,915,786.7287671232876,0,0,1,0,0,0,0,0,0,1,0,0
182,0,1.0,5.74,28.0,7.0015,112,2011,2,590,507.2287671232877,0,0,1,0,0,0,0,0,0,1,0,0
183,0,1.0,4.92,42.0,7.0015,34,2011,2,185,158.92876712328768,0,0,1,0,0,0,0,0,0,1,0,0
184,0,1.0,4.1,54.0,6.0032,3,2011,2,15,12.728767123287671,0,0,1,0,0,0,0,0,0,0,0,0
185,0,1.0,4.1,68.0,0.0,24,2011,2,135,115.92876712328768,0,0,1,0,0,0,0,0,0,0,0,0
186,0,1.0,4.1,74.0,11.0014,216,2011,2,1140,980.2287671232876,0,0,1,0,0,0,0,0,0,0,0,0
187,0,1.0,5.74,69.0,12.998,44,2011,2,295,253.52876712328765,0,0,1,0,0,0,0,0,0,0,0,0
188,0,1.0,9.02,47.0,8.9981,71,2011,2,460,395.4287671232877,0,0,1,0,0,0,0,0,0,0,0,0
189,0,1.0,9.02,55.0,8.9981,63,2011,2,345,296.52876712328765,0,0,1,0,0,0,0,0,0,0,0,0
190,0,1.0,7.38,69.0,0.0,53,2011,2,340,292.22876712328764,0,0,1,0,0,0,0,0,0,0,0,0
191,1,0.0,5.74,86.0,0.0,24,2011,2,150,128.82876712328766,0,0,1,0,0,0,0,1,0,0,0,0
192,1,0.0,4.92,93.0,12.998,2,2011,2,25,21.32876712328767,0,0,1,0,0,0,0,1,0,0,0,0
193,1,0.0,9.02,41.0,16.9979,84,2011,2,615,528.7287671232876,0,0,1,0,0,0,0,1,0,0,0,0
194,1,0.0,13.12,31.0,12.998,137,2011,2,1045,898.5287671232877,0,0,1,0,0,0,0,1,0,0,0,0
195,1,0.0,11.48,38.0,11.0014,41,2011,2,235,201.92876712328768,0,0,1,0,0,0,0,1,0,0,0,0
196,1,0.0,9.84,44.0,6.0032,45,2011,2,315,270.72876712328764,0,0,1,0,0,0,0,1,0,0,0,0
197,1,0.0,8.2,59.0,6.0032,24,2011,2,135,115.92876712328768,0,0,1,0,0,0,0,0,1,0,0,0
198,1,0.0,13.12,39.0,30.0026,112,2011,2,950,816.8287671232877,0,0,1,0,0,0,0,0,1,0,0,0
199,1,0.0,16.4,35.0,22.0028,47,2011,2,460,395.4287671232877,0,0,1,0,0,0,0,0,1,0,0,0
200,1,0.0,16.4,35.0,23.9994,51,2011,2,345,296.52876712328765,0,0,1,0,0,0,0,0,1,0,0,0
201,1,1.0,16.4,35.0,19.9995,36,2011,2,255,219.12876712328767,0,0,1,0,0,0,0,0,1,0,0,0
202,0,1.0,13.12,53.0,19.0012,3,2011,2,15,12.728767123287671,0,0,1,0,0,0,1,0,0,0,0,0
203,0,1.0,13.94,46.0,19.9995,98,2011,2,520,447.0287671232877,0,0,1,0,0,0,1,0,0,0,0,0
204,0,1.0,15.58,40.0,31.0009,256,2011,2,1385,1190.9287671232876,0,0,1,0,0,0,1,0,0,0,0,0
205,0,1.0,16.4,37.0,26.0027,130,2011,2,770,662.0287671232877,0,0,1,0,0,0,1,0,0,0,0,0
206,0,1.0,18.04,33.0,15.0013,55,2011,2,410,352.4287671232877,0,0,1,0,0,0,1,0,0,0,0,0
207,0,1.0,21.32,23.0,16.9979,53,2011,2,415,356.72876712328764,0,0,1,0,0,0,1,0,0,0,0,0
208,0,1.0,22.96,22.0,30.0026,126,2011,2,1035,889.9287671232877,0,0,1,0,0,0,1,0,0,0,0,0
209,0,1.0,23.78,19.0,26.0027,120,2011,2,1005,864.1287671232876,0,0,1,0,0,0,1,0,0,0,0,0
210,0,1.0,24.6,15.0,12.998,90,2011,2,660,567.4287671232877,0,0,1,0,0,0,1,0,0,0,0,0
211,0,1.0,15.58,43.0,12.998,98,2011,2,670,576.0287671232877,0,0,1,0,0,0,1,0,0,0,0,0
212,0,1.0,14.76,46.0,31.0009,70,2011,2,425,365.32876712328766,0,0,1,0,0,0,1,0,0,0,0,0
213,0,1.0,12.3,42.0,12.998,5,2011,2,25,21.32876712328767,0,0,1,0,0,0,0,0,0,0,1,0
214,0,1.0,11.48,41.0,12.998,3,2011,2,30,25.628767123287677,0,0,1,0,0,0,0,0,0,0,1,0
215,0,1.0,8.2,32.0,22.0028,30,2011,2,150,128.82876712328766,0,0,1,0,0,0,0,0,0,0,1,0
216,0,1.0,9.84,27.0,19.0012,52,2011,2,335,287.9287671232877,0,0,1,0,0,0,0,0,0,0,1,0
217,0,1.0,11.48,24.0,16.9979,71,2011,2,445,382.5287671232877,0,0,1,0,0,0,0,0,0,0,1,0
218,0,1.0,12.3,22.0,8.9981,212,2011,2,1270,1092.0287671232877,0,0,1,0,0,0,0,0,0,0,1,0
219,0,1.0,10.66,33.0,7.0015,101,2011,2,550,472.82876712328766,0,0,1,0,0,0,0,0,0,0,1,0
220,0,1.0,9.84,52.0,0.0,66,2011,2,405,348.1287671232877,0,0,1,0,0,0,0,0,0,0,1,0
221,0,1.0,8.2,47.0,12.998,1,2011,2,5,4.128767123287672,0,0,1,1,0,0,0,0,0,0,0,1
